tweet,class
' яб Ќбг »√бг .. яб ќЎже »Џ–«» .. ',neg
' «бЏ”я—н гѕ—” «б «—нќ Ён ‘»—« ћ«н» Џ—»н«  ег— бб«”н” «д  жб”… ћ«н» б»д е г—”нѕ” 2015 «б ем «ѕн Ён  «б … Ћ«джн Ён Џнѕ гнб«ѕе« ',neg
' «б‘ё««««««««««ж… бЏ» м  ж«б‘г«б г‘ ”я м њ ',pos
' @memoali4ever  «д« я«д Џдѕн Ќ”«» ж« ёЁб я«д Џдѕн Ёжбж—“ я н— я н— ',neg
"' """"""@mahmoud_turkey0 н«Џг √ днб° ѕн яЁ«н… √ге« —ж”н… :D"""""""" '",neg
' еж яг«д Ёне  Џ—н’ Ќя«г Ён «б»«”я  -_- ',neg
' ≈д  ‘«Ѕ«ббе √ягб «ббнб…Џбжг «бё—¬д жѕ—” «б Ё”н—ж«бгЁ”—жд жбЏбе «бѕ—” «б√ќн—√жё»б «б√ќн—Џбм Ќ”» г«н н”— жЁне я » «б Ё”н—жгн“…яб я «» ',pos
' : г—«ё»… «ббм »дЌ»ег гд »Џнѕ б»Џнѕ ѕм Џ–«» ..!! ',neg
' гЌгжѕ гЌн гЌгжѕ гЌн  гЌгжѕ гЌн #MahmoudMoheyLovers «г н «б“г«д н”гЌ н« ћгнб ж«”е— гЏ«я Џбн ‘Ў «бднб ',pos
' «’Џ» ябн нд Џгбм #едѕ”… ж #’нѕб… »«б — н»  жЎ»Џ« #Џбжг ќ«—ћ «бгд«Ё”… ѕм  #гЏ—жЁ… !!!! ',neg
' @ALMRISEUL н« —«ћб «беб«б Џдѕе еѕЁ ’ЌнЌ г« Ён «н ќЎ√  Ќянгн ж « ён —»я »б«‘ ÷Ќя Џбм «бг”«янд   е–« ж «д« « Ќ«ѕн ',neg
' @NesmaAbouleila ‘Ё«е «ббе жЏЁ«е жнЎгд ёб»я Џбне жня»— ж Ё—Ќм »е ',pos
' @ebnmasr @69_sou «ббе «ббе «ббе «ббе «ббе «ббе «ббе ёжб жЌ‘д« «бёжб ѕе гд“г««««««««««д  Ќн« г’— Џўне… жёжн… «д‘«Ѕббе ',pos
' #»ѕ—«д.. «б”бЎ… г ж—Ў… гЏ «бЏѕж Ён гЌ«—»… #«бгё«жг… https://t.co/RtgozcO6Vk #«бё”«г  #Ќг«”  #г’—  #г»«‘—_г’— ',neu
' @zelashkar гдег ‘Џ»…»д «бЌћ«ћ жжянЏ »д «бћ—«Ќ ж”Ён«д »д Џннд…«бг жЁм ”д…198ећ—н ж—жЌ »д Џ»«ѕ…«б»’—н ж¬ѕг »д √»н ≈н«” ',neu
' « Ё—ћ н«”б«г Џбн «» ”«г жен » «яб ...ѕн бг  «яб гЏ »дн «ѕгнд гд ё»б...ѕн » «яб Ён Џ‘… Ё—«ќ #Starac24 ',neg
' гнд«««« ћЏ«д н« ћѕЏ«д #MinaAtta ',neu
' Џд№ѕн ћже «бџх№—»… Ќцбг . ',pos
' @AhmedShokeer95 “гнб »«»« Ё «б‘џб  жЁм ',neu
' @Press_Egy @aswatmasriya «ббн г« —»«‘ г’—  —»н «»же ',neg
' «Ќд« г‘ ед»Ўб я «»е ееееее http://t.co/nk1v5k3Wdz ',neu
"' ""\""""@wafa_ana: «б у’Ёцнё еж «бж”нцб… «бжуЌцнѕ… «б шн д” ЎцнЏ »е« гхё«ЎуЏ… √нш гх ЌѕшцЋ ѕхжд √д дхЋцн— џу÷»е .. #—»«»_«бябг #ёеж…_«б”«»Џ…\"""" '",neu
"' """"""бд нЁегя ≈б« ≈Ћд«д ° √Ќѕег г— Ён Ќ«б я ° ж«б√ќ— нЌ»я ћѕ«р !"""""""" '",neu
' @Press_Egy @aswatmasriya «б«“е— гќ «ћ нЎе— дЁ”е гд «бѕ«ќб ',neg
' ж «де«—ѕ«  »ён «д е  Џб«ё н »«бћ«гЏе ж «ббё«Ѕ нжг 5/1 ',neu
' ё«Џѕе «бЏ» diner dash гд я — »ƒ”м http://t.co/XJ1eg101nh ',neg
"' """"""~ гд «бћнѕ √д  Ќ Ёб »«бдћ«Ќ° бяд «б√ег √д   Џбг гд «бЁ‘б ~"""""""" '",neu
' г‘ еб«ём Ќѕ ! ',neu
' « Ё—ћж« Џбм mbc2 ',neu
' »Ў«—н… «бгж»«нб г»ё«‘ Ёне« »—я… ќ«б’ ',neg
' нжг бб «—нќ «ё”г »«ббе ? ',pos
' @7esabraqm2011 @AHMDAHSHAN б« н«Ёдѕг гЁн‘ г÷«нё… жб« Ќ«ћ… жЌ’б ќн— ',pos
' @M7mod_bal7a «‘Ўе ',pos
' Џбм Ёя—е √д« Џг—м г √я—е Ќѕ яд  Ќ»н е ё»б яѕе :) ? ',pos
' @ehabmohmedahmed @Anon_Force @__janjona_ @mohamed82682786 —»д« г« нЌ—гдн гдя н««” «– «не«» «д « гЋбн «б«Џбн »ћѕ ж«ббе ',pos
' @RAlawadh @al3azfh75 @abbodart1 ггяд «” «–м ”ж«б ',neu
' @stylelife01992 н«»д м ж —»д« «я »м «б user name bt3y kda @tefa6995 msh kda @tefa6695 ',neu
' @EmaAbuyousef  Ён д«” »не»бж »«бяб«г Џ яд“е ',neg
' @stylelife01992 @khalid_walid_95 ж«д м гд «ебж  ’»Ќм Џбм ќн— http://t.co/hAoPIxFYuH ',pos
' @reem1985_reem  бж »д  г’—не «ќб«ёе« дЁ” «ќб«ё џ«ѕе гн‘—Ёдн‘ «ѕЏге« жя«д  ‘џ«бе Ё гя«д яѕ« ж’ж—е« д«“бе »«б‘яб «бг”ќ—е ѕ«  —»н н г ”гЌбн‘ ',neg
' @Hend_KOfficial # ‘«енд «д‘« «бб… ',pos
' @AhmedAlaaAtaa ябе »нЌж— Џбн ябе жгЌѕ‘ Џ«—Ё Ќ«ће ',neg
' «бгжёЁ ѕе гд «»÷д «бгж«ёЁ «б Ќ’б  гЏ«н« «б«”»жЏ ѕе ',neg
' @7amoud_0 «жЏѕд« н«««—» ждџж— гд «б»бѕ ѕне ',neg
' @ArhMorocco @fc831e50d3bd44b «Ќд« ябд« Џ—» г”бгнд «ж г”Ќнд «Ќд« ѕжб «б‘г«б «бЏ—»м «янѕ дЌ —гяж «Ќд« «бг’—ннд ж—ћ«Ѕ 2 http://t.co/obaIBi6PR4 ',pos
' ’б«… «бЁћ— «Ћ«»яг «ббе .. ',neu
' гЌ «ћ «—жЌ «”ядѕ—не ',neu
' @SadButTrue33 @ShimaaKhaled25 «ƒнѕя »яб ‘ѕе  :-) ',pos
' @Maroc_tiskat22 Џ‘«д »«ёжбн «дн ”гЌ  бб»д   ‘ г »н н ‘жЁн «д« ‘ г е« жЏгб бе« »бжя ж«ббе Џнн» бг«   егн «бд«” »«б»«Ўб http://t.co/VFPEAoifG9 ',neg
' »Џя”я  егдн «бЌёнё…  егя дЁ”я ! ',neg
' ’»«Ќяг ”я— .. Џдѕм «г Ќ««««д ѕбжё м face to face гЏ ѕя ж— «бг«ѕе .. «ѕЏжбм ',pos
' @ San Stefano  #selfie #bathroom #mirror #Retrica :D @ San Stefano   ”«д ” нЁ«дж http://t.co/CKsNZMnpAC ',neu
' «—нѕ «Џжѕ ЎЁб« ян «д”н яб  «бѕдн« http://t.co/wDq7c7ahRJ ',neg
' @hanooonh11431 б« еж ќб’ «яб жя«д ё«Џѕ г” дне« ё«бе«  «ябм ё«б бе б« —«Ќ ё«г нџ”б «нѕе жем ё«г  ',neu
' «»ЎЅ ”де ггяд  Џѕн Џбня 2014 ',neg
' @Gulf_Bank  б« г« «д“б   √яѕ «бяб г« д“б  бе ',neu
' @hchawki69 @YouTube «нже »√е ',pos
' @Amr_khorshed777 @Amal_Eldahshan жгЌѕ‘ енёѕ— нЁ—ёд« —»д« нћЏб «н«гд« ябе« «Џн«ѕ жЁ—Ќ ',pos
' @emitcheka @AliAmohse »ж нд ћ«н ',neu
"' """"""бн’»Ќ Ќягя гдЎён« нћ» √д  дў— ≈бм «б√‘н«Ѕ »гдў«—нд: «б√жб »‘ябе« «бгћ—ѕ°ж«бЋ«дн… «бдў— ≈бне« гд ќб«б «бЏж«ЎЁ°Ё«бдў— »гдў«— ж«Ќѕ н‘ж‘ «бЌяг"""""""" '",neu
' @SamirAwied г”«Ѕ «бдж— ',pos
' The American ‘џ«б Џбм Ёжя” гжЁн“ гд «Џбм «б«Ё?г «ббм ‘жЁ е« ',pos
' «бг«ѕе ѕм гЌ «ће нжг яг«д ',neg
"' """"""н« гежд «бг‘«жн— °° г «ќ— д’ ”«Џе ж е я » џн«»  :s"""""""" '",neg
' Ќѕ нёбн «б«џдн… «б жд”н… «б «дн… «”ге« «н «бн Ёне« Ќ … —«»     http://t.co/r9cMSc0kXG   #GhadaJreidi ',neu
' @haeinjoan «ё’ѕ «де я«д Џ«ѕм »” —ћЏ ќ—» яб Ќ«ће ',neg
' @Dinaelhamaqy «бЌгѕббе ',pos
' @Hamaki Ќг«ём Џ«ж“нд ’ж—е гЏ «бќг«”м «бг’—м ‘н—нд жгнд« жѕЏ«Ѕ ж‘«енд жгЌгѕ ж Ќн« г’—  #ShereenYehia  #StaracArabia  @ShereenYehia10 ',pos
' «бде«—ѕе я«д «г Ќ«д «жб г«ѕе Џбг г’ЎбЌ «бЌѕнЋ #«бЌгѕ_ббе ',pos
' @Moamen_Maher гƒгд «бѕнд »д Џ—»м ',neu
' ж«бде«—ѕе Ёж“е «ббн »д гд«е . н«««««««—» . ',pos
'  жёЏ «б«”жЅ ”нѕн ! #prt ',neg
' «д« дг  ”«Џ… жёжг  е‘—» ёеж… ж√ягб нжгн Ќбж Ё‘ќ  г« ”гЏж‘ яб«г ѕжЌ« ',pos
' Ќ»н» м «д  »нд «бд”«Ѕ дж—  ёб»м ж«н«г Џг—м  Џ‘ё я «”гЏм д»÷м н џдм  »дџг«  Ќ—жЁ «”гя жбд « —яя ',pos
' @Nadiaglory жЌ‘ нд« н«√” «–е √г м е«д‘жЁя ',pos
' «Ќ«««««««««««««««««««««««««««««««« ',neg
' «”ж« г« ‘ Џгбе ћ«—нѕж. ',neg
' @nurse22ohoud н”Џѕ г”«я :) ',pos
' ’ж  ‘«енд ѕ«Ён #MohamedChahine  #StaracArabia ',pos
' Ён «бЁж“ «“ѕ«ѕ »я Ёќ—«р жЁн «бе“нг… «“ѕ«ѕ бя Џ‘ё«р Џ«бЌбже ж«бг—… гЏ«я н« #«ебн ? ',pos
' @Mo7aMeD_KH1911 б√ Џ«ѕн «д ж« «б‘—гжЎ… » «Џ д« Ёд‘ гяг »—«Ќ д« ',neg
' @MoatazEssam93 «бг‘ябе гћб” «б«ѕ«—е гћб” ќѕг«  г‘ » «Џ я—е б«енг‘н ћ«—нѕж жб«енћн» ’Ёё«  Ќбже Ёе Ё÷б г«‘не »«б“ё яѕе »—е жћже ж»џ»«Ѕ «бгд«Ё” ',neg
' @EbraSamir —»д« я»н— ',pos
' @NERoO0o0O ¬гнд .. ',pos
' гнѕн«”н  ггбжя… б—∆н” гнб«д »—б”яждн жен яг«д √яѕ  «б’Ёё… ',neu
' @AHMED903 ееееееееееееееее ябд« е–« «б‘ќ’ ',pos
' «бг”нЌннд »нЌ Ёбж« «“«н Ён «бЏнѕ » «Џегњ ',neu
' «б“г«бя »” жгЁн‘ џн—е ? ? ',pos
' @mohamed45557608  ”бг нЋЎ« ',pos
' @Sdqat  «ббег ¬гннннннннд н«««««««««—» «бЏ«бгнд ',pos
"' ""ж?  д”м Ќ”«г «»ж «б»ќ«—н ж «»ж«бЏ? г«÷н\"""" '",neu
' - ж е÷г √гбм »Џѕ ‘жё »Џндм ж »«б«нѕнд ',pos
' @StaracArabia @IbtissamTiskat @AbdlSalam_Zayed н« ‘нќ « ’ѕё гяд«‘ дЏ—Ё е« ж« ѕЏ«Ѕ ё—Ё жд« »ём #StaracArabia  #doaaelsebaii ',neg
' ? ‘жЁ  Ёням ед« ж? ‘жЁ  Ёням Ў—Ё яб «ббм Ёням ё———Ё #Ё«—ж” ',neg
' »«бд”»е бЏ»ѕ«б”б«г ж«» ”«г «д Џ«н“… «Џ—Ё ег« ћ«ннд «б«”»жЏ ѕе нЏгбже «не џн— «дд« д ‘б Ўжб г« «бя«гн—« Џбнег г‘ »нёЏѕж« гЏ «н Ќѕ #ќдё жд« ',neg
' «ббег «еѕнд« Ён гд еѕн  ',pos
' @0omarsobhy Џгб «не «ббе нЌ—ёе ',neg
' Ќж«бнд« Ён яб гя«д ё÷»«д ждёжб Џ «б”ћд ѕе Ќ—не . ',neg
' бж  —ћЏ  ’«Ён д”«гЌя н« Ќ»н»д« ',pos
"' ""бне гнќбж‘ бнбе «?г Ќ«д 240 ”«Џе Ём д«” » гж  н«ббм гдяг ббе :\""""( '",neg
' «д« г‘ Џ«ж“… «–«я— «Џгб «не Ўн» -_- ',neg
' ябжжжжж Џбн ябжжжжжжж ёжжжжб н« Џѕжн… ',neu
' г« ‘ «б«ебн »н Џ«ѕ Џбн «бде«— Џг«бе « Ё—ћ  ж»’—«Ќе г»”жЎе ееееееееееееееееееееееее http://t.co/1xUzStJ3Jz ',pos
' «ћѕ «бг?ге Ём еж«я б–н–е ..Ќ»¬ б–я—«я Ёбнбгдм «ббжг ',pos
' н« Ќбж »«д  б» я .... «жб г« ѕ«»  «‘— я  нЌ—г Џбн« гЌ» я ... ж—«Ќ « ж» Џд ”я я ',neg
' @LeloSherif ”«Џ е« »џг÷ Џндм ж «Ќ«жб « ќнб «дм ‘«нЁ«ег ж »ябгег ж »Џѕе« »д«г жџб»« »Ќбг »нег ? ^^ ',pos
"' ""#«бжЎд   \""""г” ё»б жЎд\"""" нЎ—Ќ г»«ѕ—… б гянд –жн «б≈Џ«ё… жѕЏгег Ён «б»—бг«д  http://t.co/EnGZpXLqpD '",neu
' @miramora12 @neawdream @AbcSalha ’ЁЌ е« » »нд гѕм  ѕдм ж÷Џя жгќя «бЁ«—џ » ‘ћЏм д«” б«ќбё жб« ’ж  жб« «Ќ —«г ж»неджям Ём »нѕћ« ег я—«г… ’Ё— ',neg
' @DohaElDesonsyy   ёжгн ’бн ',neg
' «бжё  ѕе Ёне ягн… Ў«ёе џ—н»е ж—ен»е гд «–«д «бЁћ— бЌѕ «б”«Џе ? ',pos
"' ""#«бжЎд   ‘ёнё «бЎн«— «б√—ѕдн нд«‘ѕ \""""#ѕ«Џ‘\"""" »«б≈Ё—«ћ Џд √ќне http://t.co/kWol3rA2eQ '",neu
' ж«еж ябе »нЏѕм «Ёег »ём н« «Ёдѕм..г‘ ж«ёЁ… Џбм Ќ«ћ… жб« Ќ м гЌ «ћ…..«д «д   “Џб яб ѕе #Ќг“…_дг—… ',neu
' џ’» Џдя бг«  Ќ» Ќѕ е бёЎ Ў—нё… яб«ге ?? ',neu
' @mona123m98 @nanaok1234 ’»«Ќ «бдЏ” жёбе «бджг Џ «б’»Ќ ',neg
' ≈–« ёб  гў«е—… ћ—ж« дЌже« -«бгў«е—«  ж»”!- √дў— «бќн»… ж«бЁ‘б «б—ен»њ http://t.co/ajigtaPQSL ',neg
' н««««««««—» «ћЏб «бнжг ќн—  ж«—“ёд« н«—»  ж гбн «бќн— н««««««««—» ',pos
' @mohamedgemii74 «еж ‘жн… Ўб»н«  яѕе ',neu
' @mohamedsaadz ’»«Ќ «бж—ѕ ',pos
' @najwakaram ’»«Ќ «бћг«б ',pos
"' ""#«бжЎд  «бнжг .. »ѕЅ ’—Ё Џё«— \""""#”жЁ«бѕн\"""" бг—÷м «бя»ѕ »№ #«б»Ќн—…  http://t.co/jBnCgGOOKN '",neu
' янЁу нѕ—я «бг—Ѕ √де жёЏу Ён «бЌх» .. њ ',neu
' Ђ#«бжЎдї  —’ѕ Ќя«н«  «б≈ег«б ж«б≈е«д… гд ёб» «бг” ‘Ён«  «бћ«гЏн…  http://t.co/zzHBTXBk1P  #г’— ',neu
' «бг‘ябе Џдѕн «бде«—ѕе «дн бж Ќ»н  «‘жн еб»” гн—н Џб‘«д еЏѕн ёѕ«г «бЏгнѕ жеж гжћжѕ ',neg
' @AblaFahita г‘ бг« няжд »нЏ—Ё нбЏ» Ён «б‘ћ—√’б«њњњ ябег г«ж«ян” жб« Ё«егнд нЏдн ≈не я—н”г«” √’б« н« √»б… ',neg
' @HodaMahmoude г”«Ѕ «бќн— бж”гЌ н ггяд Ёбжж ',neu
' @Ahlawyy_Ana «е г« √д« ‘жЁ е г»—жжя »ём ? ',pos
' б«Ќў «б’—«Џ б«Ќў «б’—«Џ «же «же «н”яж нЁж“ »«б’—«Џ ’«—  «ќЎ— ’«—  «ќЎ— .. ’«—  ћжб ... ’«—  ћжжжжжжжжжжжжб ',pos
' @Asiaaa_Omar ж н«—н ег «’б« »нЏгбж »не« ',neg
' «”жЅ Ё —«  «бд«ѕн «б«ебн »Ўб ббяждЁѕ—«бн…  «Ё÷б Ё —«  д«ѕн «б“г«бя «бг—я“ «б«жб Ёѕж—н гќб’‘  «бЌ—г«д жЌ‘ ',neg
' @shamohesham ‘я—« ћ“н? ббг «»Џ… жЁн  ж«’б ѕ«∆г жяб Џ«г ж«д  »ќн— ж«”— я «бя—нг… ',pos
' бд √ћѕ гд н‘»ея б√д Џндн б«  —м ≈б« √д  ',pos
'  »ём ё«Џѕ Ё √г«д «ббе жЁћ√… нћнбя «я ∆«»! ',neg
' #StaracArabia  #MinaAtta  еж гнд« енџдн «џдне »” бЌг«ён њ жгнд енџдн «б «дне њњњњњ гнд« ЏЎ« ',neu
' @Lovestorye1994 @Dina_Badr12 @ranasamaha9t Џб‘«д еж н” Ќё «ббё» Џд ћ««—… ж«” Ќё«ё б«д…«б«Ё÷б жЏб‘«д Џнжд «бгбя… Ќд’ж  б«»д »бѕд« гЌгѕ ',pos
' @EtisalatMisr жбж Џ«ж“ «”ћб «б»н«д«  ж» ’б г‘ » ягбж« гЏ«н« ггяд гд ед« њњњ ',neu
' @ayoya_yoyo_yo яд“е е дћЌ ћ«гѕ ж»«б«ќ’ Ёг’— ',pos
' @Eman_Tebah ееееееееееееее  б«б«б« г ќ«Ён‘ ',pos
' д” ЎнЏ «б«Џ —«Ё »яб ‘нЅ .. «б« Ћб«Ћ : «бЌ» ж «б÷нё ж «бџн—е .. ЁдЌд Ён  бя «бЌ««б«  дћнѕ «б’г  б« «яЋ— http://t.co/BGiwvc5HwQ ',neu
' н« ћг«Џе ѕе«б«яжд  «б «д« ‘џ«б »не ѕбжё н б«д ѕе @tharwatElnakeeb  « ёЁб ',neu
'  б«ён  жн  » ёжб «д «бЁжбж—“ г‘ гегнд я« »е« ж«Ќѕ Џдѕе 3 «б«Ё Ёжбж— ж»н— ж е« ж«Ќѕе Џдѕе« 9 «б«Ё жѕг«џег Ё” жќ—« ж»÷«д ж»нгд‘дж« Ўж» «б«—÷. ',neg
' @mostafahassan89 @emyy_80 «б”н”н ж’б «бяжн  Џ—Ё ж« гднд ',neu
"' """"""”н»яж« гд «б ‘янб »ён ж«бдж«Ќн «бЁдне .. «ѕЏж« ° «ѕЏж« »÷гн— .. н«—» ««бгя”»?"""""""" '",pos
' »«”г енћн» ћжб «д ‘«Ѕ «ббе :) ',pos
' «д« ёжб  ћжб ',pos
' @nonabitefull «б’ж—. «б√ќн—… Ё‘ќ дня ќб  »ж»’ нЌ»Ў Ён «б”ёЁ ',neg
' #гнд«_Ёќ—_«бЏ—» ёжбже яѕ« я н— еж Ёне ћг«б »«б‘яб ѕ« http://t.co/Fss8kJP6QW ',pos
' «бж«Ќѕ ж еж »н—”г б√ќ— г—… —”г graphics Ќ«”” яѕ… »‘Џж— Ќбж  Ќ«”” я√дже б√е ‘дЎ… гбн«д… Ёбж” ж гя ж» Џбне« бгЌгжѕ ћг«б ',pos
' —»д« н” —я ѕдн« ж¬ќ—… н«ћ»— ? ',pos
' «б—ћжб… г‘ »«бѕќ«д жб« »бг… «бд”ж«д #Ќяг…_гня—ж»«’ ',neu
' @vb345b «‘Ўе »Ќ» е«б днд ... нб« »нд« ',pos
' «бж«ѕ г«”я «нѕ гЌгжѕ ё«Џжѕ »«нѕне «б« днд ',neg
"' ""\""""@Mony_Minawya9: «б—жЌ «бг’—не ж«б’ж  «бг’—н ж«б«ѕ«Ѕ «бг’—н  ѕ«∆г« нЁ—÷ «бЌ÷ж— ж«б”нЎ—е ... жб”е  #StaracArabia\"""" '",pos
' —»д« гЏ«««««««««««я н« «»д г’— н« џ«бм ж Ё—Ќ «бде«—ѕе »«бЁж“ »«ббё» #MohammadChahine #StaracArabia ',pos
"' ""н«—н  «бЁ —е «ббн ћ«н»… дбЏ» » «б‘д«жн Ќ«“г ћ»— ѕжнѕ«—\""""яжЁн «Ё—нён«\""""  √Ќгѕ ”гн—\""""гЁн‘ џн—…\"""" Ў«—ё Ќ«гѕ «»—«енг ’б«Ќ гЏ—жЁ √нгд ЌЁдн гƒгд »«”г '",pos
' Ёджд ћгнб… ?? http://t.co/tFdLBG2slu ',pos
' «бя‘Ё —”гн«р Џд Ёж—ѕ «я”»бж—— 2016 Ён бж” √дћбж” #»ж«»…_«бг’ѕ— #«бгн“«дн…_«бћѕнѕ…_2015 http://t.co/cKPTYzw84r ',neu
' @drshonshon «г»«—Ќ «бЁн” ггбƒ Џд «?ебн ж«бде«—ѕ… «б“г«бя еееееее ',pos
"' ""\""""@LaithAJ_Fans: бнЋ н Ќ÷— б≈Ўб«б е «бЋ«дн… ё»б «б’Џжѕ ≈бм «бг”—Ќ #LaithAbuJoda  #StaracArabia http://t.co/iD37z6K5q7\"""" '",neu
' Џбгнег н«гбя… «ббе Џбнян Џбгнег «бЁќ«г…  #StaracArabia ',pos
"' ""\""""@o020o: н«гж“шЏ «б«—“«ё «ё”г бн гд —“ёя г« √ гдм ж«ћЏб бн Ёне «бќун— жу «б»—я«  ?\"""" '",pos
' жЎд бг нЏѕ гжЎд« бгж«Ўднде ... #ё’…_жЎд ',neg
' ”«бќн—? ',pos
' Dear santa:  ”«дѕжн ‘ ‘«ж—г« ',neu
' @RamaAl3tibi @DodoOMG яб «бѕдн« Ё—Ќ«д… »не ‘«ендж Ўн» жн” Ќё #MohammadChahine ',pos
' Џ«ѕ е жб« ен‘ —не« ',neg
"' """"""\"""": г«я”— ÷бЏш «бЋёе° џн— «бўджд!\"""""""""""" '",neg
"' ""\"""": «ќ —  ё—»я гд »нд е№ «бд«” дёже.. ж√Џгн  Џндн Џд џб« яб гќбжё !\"""" '",pos
' «д« »г— »Ќ«б… гд  «б—жё«д ж«б«” ћг«г  ‘‘‘‘‘‘‘‘‘ http://t.co/wkhtCel3JP ',pos
' @BibaBouchra  ‘я—« Ќ»н«н»м Џ«бгћежѕ ѕ« «бЏ«ѕм гд Ё«д“ «б»«—»м ядж“ ',pos
' @NoddaNabil нЏдм «”ёЎ бжжЌѕм нЏдм ѕ« яб«г ',neg
"' ""Џгбн… «” ‘е«ѕн…  ” еѕЁ ягнд бёж«  «б‘—Ў… Ён гѕнд… «б”б«г ‘—ё «бё«е—…  ”Ё— Џд «” ‘е«ѕ гдЁ– «бЏгбне жгё б Џѕѕ гд «бћджѕ  #г’—   #”нд«Ѕ\"""" '",neu
' ‘я—« бћгеж— яд“е жћгеж— бнЋ жбб”Џжѕне жяб «бд«” «ббм жёЁ гЏ«д« жгЏ гЌгѕ ‘«енд Џ‘«д нЁж“ »«ббё» #MohamedChahin  #гЌгѕ_‘«енд  #StaracArabia ',pos
' @rashamohamed271 —»д« нќбнян жб« нЌ—гд« гдя ж «д ‘«Ѕ «ббе —»д« нЎгдяг Џбне ',pos
